Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR,Age_Group,Income_Band,High_CTR_Low_Conversion,High_CTR_High_Conversion
34,Male,36918.86,Rural,Banner,Finance,Search Engine,4,2023-06-19 20:45:56.899351,0.1298,0.035,25–34,Middle,0,0
23,Female,43768.36,Suburban,Video,Fashion,Search Engine,6,2023-09-15 20:45:56.899351,0.1343,0.0504,18–24,Middle,1,0
39,Female,17717.62,Rural,Text,Health,Social Media,2,2023-05-30 20:45:56.899351,0.0083,0.0349,35–44,Low,0,0
33,Male,28537.82,Suburban,Banner,Technology,Social Media,8,2023-10-10 20:45:56.899351,0.2914,0.0789,25–34,Low,0,1
48,Male,50853.47,Urban,Native,Fashion,Search Engine,5,2023-07-20 20:45:56.899351,0.1429,0.0438,45–54,Middle,0,0
39,Female,28002.1,Suburban,Banner,Finance,Website,4,2024-04-06 20:45:56.899351,0.0751,0.0463,35–44,Low,0,0
46,Female,70979.44,Rural,Banner,Travel,Social Media,6,2024-04-07 20:45:56.899351,0.0948,0.0207,45–54,Upper-Middle,0,0
28,Female,78160.75,Rural,Text,Fashion,Social Media,4,2023-10-12 20:45:56.899351,0.3185,0.0446,25–34,Upper-Middle,0,0
20,Male,42257.74,Suburban,Video,Health,Website,6,2024-02-15 20:45:56.899351,0.1056,0.0354,18–24,Middle,0,0
28,Female,55705.25,Suburban,Native,Fashion,Website,5,2023-09-05 20:45:56.899351,0.4735,0.0213,25–34,Middle,0,0
34,Male,77081.2,Rural,Text,Food,Website,2,2023-07-09 20:45:56.899351,0.2868,0.0241,25–34,Upper-Middle,0,0
40,Other,60000.62,Suburban,Native,Food,Social Media,5,2024-01-14 20:45:56.899351,0.2184,0.0854,35–44,Upper-Middle,0,1
68,Male,49612.53,Urban,Video,Fashion,Search Engine,4,2023-08-18 20:45:56.899351,0.2966,0.0615,65+,Middle,0,1
34,Female,73259.01,Suburban,Video,Travel,Social Media,5,2023-07-30 20:45:56.899351,0.0677,0.031,25–34,Upper-Middle,0,0
20,Female,85414.13,Urban,Banner,Travel,Website,1,2023-05-05 20:45:56.899351,0.1453,0.0677,18–24,Upper-Middle,1,0
29,Male,34452.6,Rural,Banner,Health,Website,8,2024-01-16 20:45:56.899351,0.1749,0.0726,25–34,Middle,1,0
28,Male,66322.31,Urban,Native,Health,Search Engine,6,2023-11-08 20:45:56.899351,0.2929,0.0611,25–34,Upper-Middle,0,1
42,Male,37851.4,Urban,Video,Food,Search Engine,5,2023-06-01 20:45:56.899351,0.1909,0.0497,35–44,Middle,0,0
11,Female,88697.0,Suburban,Text,Fashion,Website,5,2023-04-24 20:45:56.899351,0.3046,0.0306,18–24,Upper-Middle,0,0
35,Female,35363.82,Rural,Video,Fashion,Website,6,2023-07-31 20:45:56.899351,0.1012,0.0832,35–44,Middle,1,0
37,Male,69293.36,Suburban,Text,Food,Website,5,2023-12-09 20:45:56.899351,0.1911,0.0879,35–44,Upper-Middle,0,1
38,Female,59824.7,Suburban,Banner,Fashion,Social Media,9,2023-04-24 20:45:56.899351,0.1913,0.0269,35–44,Middle,0,0
26,Male,60010.55,Urban,Text,Technology,Search Engine,8,2023-12-02 20:45:56.899351,0.0606,0.0606,25–34,Upper-Middle,1,0
31,Male,46226.38,Suburban,Text,Food,Search Engine,6,2023-07-07 20:45:56.899351,0.3089,0.051,25–34,Middle,0,1
13,Male,62937.4,Rural,Native,Travel,Search Engine,6,2024-03-16 20:45:56.899351,0.1447,0.0409,18–24,Upper-Middle,0,0
27,Male,37768.33,Suburban,Video,Finance,Website,3,2024-04-11 20:45:56.899351,0.0229,0.0147,25–34,Middle,0,0
26,Male,21958.91,Rural,Banner,Technology,Search Engine,7,2023-11-16 20:45:56.899351,0.229,0.0843,25–34,Low,0,1
41,Male,44950.7,Urban,Native,Fashion,Social Media,6,2023-05-23 20:45:56.899351,0.2252,0.0657,35–44,Middle,0,1
17,Male,50016.9,Urban,Text,Health,Website,7,2023-10-21 20:45:56.899351,0.0122,0.0065,18–24,Middle,0,0
46,Female,42295.08,Suburban,Text,Travel,Website,3,2023-12-13 20:45:56.899351,0.2064,0.0377,45–54,Middle,0,0
57,Other,55183.82,Suburban,Native,Finance,Website,7,2024-03-07 20:45:56.899351,0.0629,0.0375,55–64,Middle,0,0
3,Female,44634.6,Suburban,Banner,Fashion,Search Engine,5,2024-01-11 20:45:56.899351,0.1974,0.0687,18–24,Middle,0,1
41,Female,18553.82,Urban,Native,Fashion,Search Engine,8,2023-11-26 20:45:56.899351,0.2924,0.0694,35–44,Low,0,1
45,Male,56640.9,Urban,Text,Health,Social Media,5,2023-07-31 20:45:56.899351,0.0561,0.0531,45–54,Middle,1,0
25,Male,114013.76,Urban,Banner,Finance,Social Media,9,2023-11-14 20:45:56.899351,0.1265,0.0508,25–34,High,1,0
29,Male,62311.07,Rural,Video,Technology,Search Engine,2,2023-07-04 20:45:56.899351,0.0878,0.0505,25–34,Upper-Middle,1,0
33,Female,66046.91,Urban,Video,Finance,Search Engine,4,2024-02-25 20:45:56.899351,0.09,0.0744,25–34,Upper-Middle,1,0
30,Male,52381.61,Urban,Native,Technology,Search Engine,6,2024-04-19 20:45:56.899351,0.1713,0.0564,25–34,Middle,1,0
30,Female,52358.65,Urban,Native,Technology,Website,4,2023-07-05 20:45:56.899351,0.0468,0.0549,25–34,Middle,1,0
9,Female,49733.56,Urban,Banner,Travel,Social Media,11,2023-10-25 20:45:56.899351,0.3172,0.0451,18–24,Middle,0,0
52,Male,47074.04,Suburban,Text,Travel,Website,7,2023-11-28 20:45:56.899351,0.3212,0.0746,45–54,Middle,0,1
51,Female,51117.44,Urban,Video,Travel,Search Engine,4,2023-10-05 20:45:56.899351,0.0764,0.0337,45–54,Middle,0,0
22,Male,50120.28,Rural,Text,Technology,Website,7,2023-06-04 20:45:56.899351,0.1792,0.0207,18–24,Middle,0,0
13,Female,65055.42,Rural,Banner,Health,Website,7,2023-07-17 20:45:56.899351,0.3298,0.0624,18–24,Upper-Middle,0,1
42,Male,54648.81,Urban,Native,Fashion,Social Media,7,2023-10-25 20:45:56.899351,0.3281,0.0621,35–44,Middle,0,1
26,Male,61830.01,Rural,Text,Food,Website,5,2024-03-05 20:45:56.899351,0.2856,0.0313,25–34,Upper-Middle,0,0
37,Female,29577.11,Suburban,Banner,Technology,Search Engine,6,2023-09-16 20:45:56.899351,0.4823,0.0483,35–44,Low,0,0
30,Male,52936.39,Rural,Video,Travel,Search Engine,8,2024-03-11 20:45:56.899351,0.1184,0.0407,25–34,Middle,0,0
45,Female,69895.45,Urban,Text,Travel,Social Media,9,2023-09-01 20:45:56.899351,0.2722,0.052,45–54,Upper-Middle,0,1
45,Other,47693.05,Rural,Banner,Travel,Website,4,2023-10-08 20:45:56.899351,0.091,0.0709,45–54,Middle,1,0
24,Male,5922.31,Suburban,Banner,Health,Search Engine,4,2023-07-14 20:45:56.899351,0.1205,0.0509,18–24,Low,1,0
14,Male,42670.88,Suburban,Banner,Fashion,Search Engine,5,2023-07-16 20:45:56.899351,0.0879,0.0545,18–24,Middle,1,0
11,Female,66601.1,Suburban,Banner,Health,Social Media,4,2023-10-14 20:45:56.899351,0.1875,0.0639,18–24,Upper-Middle,0,1
44,Female,65081.34,Rural,Native,Food,Website,9,2023-07-18 20:45:56.899351,0.3433,0.0503,35–44,Upper-Middle,0,0
17,Male,25785.82,Urban,Text,Fashion,Website,6,2023-05-30 20:45:56.899351,0.4908,0.0659,18–24,Low,0,1
27,Male,55323.4,Suburban,Banner,Travel,Search Engine,6,2023-07-13 20:45:56.899351,0.0142,0.0358,25–34,Middle,0,0
26,Male,77011.92,Rural,Text,Health,Website,5,2023-05-05 20:45:56.899351,0.2653,0.0271,25–34,Upper-Middle,0,0
34,Female,88790.43,Suburban,Native,Travel,Search Engine,4,2024-01-22 20:45:56.899351,0.3709,0.0824,25–34,Upper-Middle,0,1
5,Male,46153.33,Rural,Banner,Health,Search Engine,3,2023-10-25 20:45:56.899351,0.2167,0.0522,18–24,Middle,0,1
37,Female,38402.13,Rural,Banner,Fashion,Social Media,6,2023-10-02 20:45:56.899351,0.2668,0.0906,35–44,Middle,0,1
42,Male,72176.28,Urban,Banner,Food,Social Media,6,2023-07-22 20:45:56.899351,0.2982,0.0672,35–44,Upper-Middle,0,1
36,Female,38545.23,Urban,Native,Finance,Search Engine,4,2023-11-30 20:45:56.899351,0.1536,0.0583,35–44,Middle,1,0
30,Female,62037.63,Suburban,Banner,Health,Search Engine,10,2023-05-19 20:45:56.899351,0.1342,0.0344,25–34,Upper-Middle,0,0
36,Female,84915.03,Suburban,Video,Food,Search Engine,7,2023-09-21 20:45:56.899351,0.1899,0.0485,35–44,Upper-Middle,0,0
40,Male,34920.76,Rural,Banner,Finance,Social Media,6,2023-12-28 20:45:56.899351,0.0977,0.0615,35–44,Middle,1,0
-6,Male,56785.22,Urban,Banner,Food,Search Engine,4,2023-09-30 20:45:56.899351,0.0654,0.0513,,Middle,1,0
64,Male,13674.28,Suburban,Native,Finance,Search Engine,3,2023-08-13 20:45:56.899351,0.063,0.0489,55–64,Low,0,0
40,Female,59407.96,Urban,Banner,Travel,Search Engine,3,2024-03-26 20:45:56.899351,0.0576,0.0547,35–44,Middle,1,0
25,Male,17279.22,Urban,Native,Health,Social Media,4,2023-06-20 20:45:56.899351,0.3572,0.0724,25–34,Low,0,1
29,Male,60360.64,Urban,Banner,Food,Social Media,5,2024-01-01 20:45:56.899351,0.0635,0.0827,25–34,Upper-Middle,1,0
42,Male,56144.82,Rural,Text,Food,Website,7,2024-04-02 20:45:56.899351,0.183,0.0629,35–44,Middle,0,1
33,Female,42556.75,Suburban,Banner,Fashion,Social Media,6,2023-06-12 20:45:56.899351,0.2048,0.0396,25–34,Middle,0,0
4,Male,85683.95,Rural,Native,Technology,Search Engine,8,2024-04-15 20:45:56.899351,0.221,0.0386,18–24,Upper-Middle,0,0
65,Female,85562.57,Suburban,Video,Health,Search Engine,1,2023-11-24 20:45:56.899351,0.3251,0.0243,65+,Upper-Middle,0,0
33,Male,64512.13,Suburban,Video,Finance,Website,4,2023-07-15 20:45:56.899351,0.2018,0.0393,25–34,Upper-Middle,0,0
50,Female,39061.49,Urban,Native,Technology,Social Media,4,2024-04-04 20:45:56.899351,0.2265,0.0965,45–54,Middle,0,1
24,Male,27701.67,Rural,Text,Finance,Website,2,2023-06-21 20:45:56.899351,0.0633,0.0829,18–24,Low,1,0
58,Female,25979.28,Rural,Video,Finance,Social Media,5,2023-07-07 20:45:56.899351,0.0836,0.0603,55–64,Low,1,0
39,Male,48131.97,Suburban,Native,Travel,Search Engine,6,2023-09-25 20:45:56.899351,0.4269,0.0529,35–44,Middle,0,1
44,Male,40081.4,Rural,Banner,Finance,Search Engine,6,2024-03-25 20:45:56.899351,0.2094,0.0263,35–44,Middle,0,0
19,Female,45684.09,Urban,Banner,Food,Social Media,6,2023-09-17 20:45:56.899351,0.3244,0.0511,18–24,Middle,0,1
53,Female,-2697.51,Rural,Text,Health,Social Media,4,2023-11-30 20:45:56.899351,0.2165,0.0439,45–54,,0,0
45,Female,35165.62,Rural,Banner,Technology,Search Engine,6,2023-10-03 20:45:56.899351,0.299,0.0294,45–54,Middle,0,0
54,Female,39916.33,Rural,Banner,Technology,Social Media,4,2023-04-30 20:45:56.899351,0.0542,0.0207,45–54,Middle,0,0
25,Male,11576.36,Suburban,Text,Travel,Website,6,2023-09-23 20:45:56.899351,0.1736,0.0661,25–34,Low,1,0
27,Male,40412.51,Rural,Video,Fashion,Website,4,2024-02-03 20:45:56.899351,0.019,0.0533,25–34,Middle,1,0
69,Male,23723.76,Suburban,Video,Food,Search Engine,6,2023-08-06 20:45:56.899351,0.0383,0.0257,65+,Low,0,0
19,Other,37393.9,Urban,Native,Health,Search Engine,3,2024-02-28 20:45:56.899351,0.0949,0.034,18–24,Middle,0,0
32,Male,32702.72,Rural,Native,Fashion,Search Engine,7,2024-01-08 20:45:56.899351,0.2769,0.0274,25–34,Middle,0,0
52,Male,19457.81,Rural,Video,Food,Website,4,2023-08-02 20:45:56.899351,0.2873,0.0601,45–54,Low,0,1
36,Male,74154.79,Rural,Video,Health,Website,4,2024-03-07 20:45:56.899351,0.0539,0.05,35–44,Upper-Middle,0,0
43,Female,77075.22,Suburban,Native,Food,Search Engine,4,2024-01-14 20:45:56.899351,0.0111,0.0768,35–44,Upper-Middle,1,0
29,Male,29402.77,Rural,Video,Fashion,Website,5,2023-12-23 20:45:56.899351,0.2251,0.0607,25–34,Low,0,1
40,Male,55033.53,Rural,Native,Health,Social Media,4,2023-09-02 20:45:56.899351,0.1698,0.059,35–44,Middle,1,0
15,Female,26284.3,Suburban,Video,Fashion,Website,4,2024-03-16 20:45:56.899351,0.3643,0.0148,18–24,Low,0,0
59,Male,24481.97,Suburban,Native,Technology,Social Media,2,2023-10-19 20:45:56.899351,0.2859,0.0849,55–64,Low,0,1
33,Female,47352.23,Urban,Native,Food,Search Engine,2,2023-12-09 20:45:56.899351,0.4715,0.0349,25–34,Middle,0,0
24,Male,50155.04,Rural,Video,Fashion,Search Engine,7,2023-09-16 20:45:56.899351,0.2072,0.0473,18–24,Middle,0,0
44,Male,26811.14,Urban,Native,Food,Search Engine,5,2024-02-27 20:45:56.899351,0.0393,0.0531,35–44,Low,1,0
28,Other,53469.29,Rural,Native,Health,Search Engine,3,2023-09-06 20:45:56.899351,0.1293,0.0604,25–34,Middle,1,0
14,Male,33158.88,Urban,Native,Food,Website,2,2023-08-28 20:45:56.899351,0.2284,0.0395,18–24,Middle,0,0
14,Male,47746.25,Urban,Native,Fashion,Search Engine,5,2023-08-27 20:45:56.899351,0.3502,0.0723,18–24,Middle,0,1
45,Male,40786.58,Suburban,Banner,Health,Search Engine,6,2024-02-07 20:45:56.899351,0.2494,0.0401,45–54,Middle,0,0
32,Female,26610.92,Urban,Banner,Travel,Search Engine,2,2023-06-25 20:45:56.899351,0.3749,0.0565,25–34,Low,0,1
32,Male,95328.82,Suburban,Video,Fashion,Social Media,6,2024-04-09 20:45:56.899351,0.1158,0.0619,25–34,High,1,0
51,Male,58787.03,Suburban,Text,Health,Search Engine,4,2023-06-07 20:45:56.899351,0.1499,0.0647,45–54,Middle,1,0
18,Male,67340.16,Suburban,Video,Health,Social Media,4,2024-02-06 20:45:56.899351,0.0327,0.041,18–24,Upper-Middle,0,0
24,Female,37273.19,Urban,Banner,Food,Website,3,2024-03-14 20:45:56.899351,0.2133,0.0494,18–24,Middle,0,0
29,Male,70256.21,Urban,Native,Health,Social Media,9,2023-08-20 20:45:56.899351,0.1608,0.0588,25–34,Upper-Middle,1,0
36,Male,60705.99,Suburban,Video,Technology,Website,2,2023-12-14 20:45:56.899351,0.1329,0.0572,35–44,Upper-Middle,1,0
34,Male,75961.11,Suburban,Video,Travel,Website,3,2023-05-20 20:45:56.899351,0.3631,0.059,25–34,Upper-Middle,0,1
30,Other,43267.65,Rural,Text,Food,Social Media,5,2023-06-03 20:45:56.899351,0.1227,0.0487,25–34,Middle,0,0
34,Male,64893.46,Urban,Native,Travel,Website,2,2024-02-23 20:45:56.899351,0.1267,0.0704,25–34,Upper-Middle,1,0
33,Male,51412.33,Rural,Banner,Travel,Social Media,3,2024-02-24 20:45:56.899351,0.174,0.0423,25–34,Middle,0,0
24,Female,60658.33,Suburban,Video,Fashion,Search Engine,3,2023-05-18 20:45:56.899351,0.1298,0.0847,18–24,Upper-Middle,1,0
22,Other,81555.75,Rural,Banner,Food,Search Engine,3,2023-05-04 20:45:56.899351,0.3697,0.0462,18–24,Upper-Middle,0,0
39,Male,34174.28,Urban,Native,Travel,Social Media,3,2023-09-11 20:45:56.899351,0.0588,0.0666,35–44,Middle,1,0
21,Male,1452.43,Suburban,Video,Travel,Website,4,2024-02-03 20:45:56.899351,0.3274,0.0629,18–24,Low,0,1
17,Female,48000.96,Rural,Native,Health,Website,3,2024-03-02 20:45:56.899351,0.1387,0.0631,18–24,Middle,1,0
30,Male,58802.63,Urban,Text,Finance,Search Engine,6,2024-01-06 20:45:56.899351,0.2084,0.0337,25–34,Middle,0,0
32,Female,45752.46,Suburban,Banner,Travel,Search Engine,7,2023-09-27 20:45:56.899351,0.1297,0.0283,25–34,Middle,0,0
68,Female,33761.56,Rural,Text,Fashion,Social Media,4,2024-02-28 20:45:56.899351,0.09,0.0497,65+,Middle,0,0
24,Male,27028.8,Suburban,Native,Finance,Website,6,2023-12-06 20:45:56.899351,0.3023,0.0404,18–24,Low,0,0
49,Male,41646.0,Urban,Banner,Fashion,Website,3,2023-08-26 20:45:56.899351,0.0613,0.0682,45–54,Middle,1,0
46,Female,46203.62,Rural,Banner,Technology,Website,8,2024-03-28 20:45:56.899351,0.1016,0.0463,45–54,Middle,0,0
17,Other,18616.96,Urban,Banner,Health,Social Media,3,2023-09-02 20:45:56.899351,0.2407,0.0217,18–24,Low,0,0
46,Female,64247.77,Urban,Native,Technology,Search Engine,1,2024-04-19 20:45:56.899351,0.0363,0.0419,45–54,Upper-Middle,0,0
17,Male,41933.3,Urban,Native,Finance,Website,2,2023-12-14 20:45:56.899351,0.1128,0.0232,18–24,Middle,0,0
-4,Male,53985.19,Urban,Banner,Technology,Search Engine,6,2023-06-24 20:45:56.899351,0.0708,0.0375,,Middle,0,0
44,Female,29784.07,Urban,Text,Finance,Social Media,3,2023-10-05 20:45:56.899351,0.1673,0.0297,35–44,Low,0,0
8,Female,35025.63,Urban,Native,Fashion,Social Media,5,2023-10-09 20:45:56.899351,0.3937,0.0509,18–24,Middle,0,1
41,Male,43050.55,Suburban,Banner,Food,Search Engine,5,2023-08-11 20:45:56.899351,0.031,0.0207,35–44,Middle,0,0
24,Other,60980.48,Rural,Native,Travel,Website,6,2023-10-11 20:45:56.899351,0.1442,0.0436,18–24,Upper-Middle,0,0
59,Other,23765.46,Suburban,Banner,Travel,Social Media,7,2023-08-23 20:45:56.899351,0.0312,0.0515,55–64,Low,1,0
51,Female,59059.97,Rural,Text,Travel,Search Engine,7,2023-07-29 20:45:56.899351,0.1791,0.0433,45–54,Middle,0,0
28,Female,75299.76,Urban,Video,Finance,Search Engine,8,2023-08-09 20:45:56.899351,0.0738,0.0947,25–34,Upper-Middle,1,0
24,Male,23434.09,Rural,Text,Fashion,Social Media,5,2023-08-17 20:45:56.899351,0.4274,0.0386,18–24,Low,0,0
16,Male,95389.65,Suburban,Banner,Health,Search Engine,1,2023-10-13 20:45:56.899351,0.437,0.0651,18–24,High,0,1
28,Other,10547.94,Urban,Text,Fashion,Search Engine,5,2024-02-01 20:45:56.899351,0.0984,0.0433,25–34,Low,0,0
30,Male,47165.07,Rural,Text,Food,Social Media,6,2024-03-30 20:45:56.899351,0.2424,0.0689,25–34,Middle,0,1
29,Male,90978.21,Rural,Banner,Technology,Social Media,6,2023-05-05 20:45:56.899351,0.2356,0.0313,25–34,High,0,0
37,Other,63696.09,Rural,Banner,Travel,Website,4,2023-07-29 20:45:56.899351,0.1652,0.0188,35–44,Upper-Middle,0,0
43,Female,26271.71,Rural,Video,Travel,Website,7,2023-07-21 20:45:56.899351,0.1668,0.0637,35–44,Low,1,0
40,Other,50190.67,Urban,Banner,Travel,Website,10,2023-09-21 20:45:56.899351,0.1832,0.0829,35–44,Middle,0,1
23,Female,61027.02,Suburban,Banner,Fashion,Search Engine,5,2023-07-16 20:45:56.899351,0.2341,0.0419,18–24,Upper-Middle,0,0
13,Male,59934.46,Rural,Native,Finance,Search Engine,6,2023-12-28 20:45:56.899351,0.2313,0.0687,18–24,Middle,0,1
55,Female,39955.58,Rural,Video,Technology,Search Engine,10,2023-04-23 20:45:56.899351,0.4189,0.0292,55–64,Middle,0,0
24,Female,65272.17,Rural,Text,Health,Search Engine,3,2023-12-04 20:45:56.899351,0.2612,0.0339,18–24,Upper-Middle,0,0
25,Male,64986.99,Rural,Video,Technology,Search Engine,6,2024-04-04 20:45:56.900348,0.1231,0.0327,25–34,Upper-Middle,0,0
27,Female,69774.85,Suburban,Video,Technology,Social Media,2,2024-02-13 20:45:56.900348,0.1196,0.0203,25–34,Upper-Middle,0,0
7,Female,71069.21,Rural,Banner,Travel,Search Engine,3,2024-01-13 20:45:56.900348,0.3845,0.0547,18–24,Upper-Middle,0,1
27,Male,39583.05,Urban,Native,Technology,Social Media,5,2023-12-27 20:45:56.900348,0.0507,0.065,25–34,Middle,1,0
27,Male,81861.45,Rural,Native,Finance,Social Media,3,2024-03-28 20:45:56.900348,0.108,0.0813,25–34,Upper-Middle,1,0
44,Female,73892.6,Rural,Native,Finance,Website,5,2023-05-09 20:45:56.900348,0.2494,0.0934,35–44,Upper-Middle,0,1
45,Male,26118.11,Rural,Text,Finance,Social Media,5,2023-08-09 20:45:56.900348,0.3722,0.0704,45–54,Low,0,1
35,Female,36117.74,Suburban,Video,Fashion,Website,6,2023-08-23 20:45:56.900348,0.3275,0.0264,35–44,Middle,0,0
48,Male,44493.18,Urban,Video,Food,Website,10,2023-11-18 20:45:56.900348,0.1251,0.0713,45–54,Middle,1,0
40,Male,56836.94,Suburban,Text,Food,Search Engine,5,2024-04-16 20:45:56.900348,0.261,0.0233,35–44,Middle,0,0
34,Female,42014.67,Rural,Native,Food,Website,7,2024-01-22 20:45:56.900348,0.1197,0.0223,25–34,Middle,0,0
37,Male,50288.71,Suburban,Native,Fashion,Website,3,2023-12-08 20:45:56.900348,0.2627,0.0397,35–44,Middle,0,0
32,Male,46811.01,Suburban,Banner,Finance,Search Engine,4,2023-12-03 20:45:56.900348,0.0677,0.017,25–34,Middle,0,0
29,Female,40872.24,Rural,Banner,Food,Website,8,2023-05-07 20:45:56.900348,0.1065,0.0407,25–34,Middle,0,0
30,Other,78055.87,Urban,Native,Travel,Search Engine,7,2023-11-15 20:45:56.900348,0.1142,0.0575,25–34,Upper-Middle,1,0
18,Male,54822.88,Suburban,Banner,Health,Social Media,8,2024-03-07 20:45:56.900348,0.1002,0.0537,18–24,Middle,1,0
39,Male,50144.95,Rural,Banner,Food,Search Engine,3,2024-02-12 20:45:56.900348,0.1183,0.0453,35–44,Middle,0,0
20,Male,32469.29,Suburban,Video,Health,Search Engine,6,2023-05-05 20:45:56.900348,0.269,0.093,18–24,Middle,0,1
47,Male,59122.85,Urban,Video,Finance,Social Media,2,2023-05-20 20:45:56.900348,0.3045,0.0736,45–54,Middle,0,1
31,Other,48039.53,Urban,Text,Finance,Website,7,2024-03-02 20:45:56.900348,0.1598,0.0811,25–34,Middle,1,0
35,Male,29828.18,Urban,Video,Technology,Website,7,2023-06-29 20:45:56.900348,0.3584,0.0384,35–44,Low,0,0
42,Female,22933.46,Suburban,Banner,Travel,Website,9,2024-02-25 20:45:56.900348,0.2893,0.0603,35–44,Low,0,1
44,Male,32837.72,Rural,Native,Technology,Social Media,5,2023-04-27 20:45:56.900348,0.0271,0.0252,35–44,Middle,0,0
11,Male,66123.94,Suburban,Video,Fashion,Social Media,5,2024-03-23 20:45:56.900348,0.2809,0.0475,18–24,Upper-Middle,0,0
31,Female,28721.05,Suburban,Text,Finance,Website,6,2023-06-10 20:45:56.900348,0.4152,0.0444,25–34,Low,0,0
48,Male,47883.64,Rural,Native,Technology,Website,8,2024-03-21 20:45:56.900348,0.4964,0.0523,45–54,Middle,0,1
9,Female,58552.34,Suburban,Banner,Technology,Search Engine,5,2023-06-23 20:45:56.900348,0.1312,0.0636,18–24,Middle,1,0
40,Female,33520.79,Rural,Native,Travel,Website,5,2023-08-14 20:45:56.900348,0.139,0.0481,35–44,Middle,0,0
1,Male,86179.7,Rural,Video,Technology,Website,7,2023-11-03 20:45:56.900348,0.1648,0.0527,18–24,Upper-Middle,1,0
19,Male,18402.73,Urban,Text,Finance,Search Engine,7,2024-01-18 20:45:56.900348,0.1808,0.0659,18–24,Low,0,1
35,Female,49395.57,Rural,Native,Travel,Search Engine,6,2023-11-04 20:45:56.900348,0.1936,0.063,35–44,Middle,0,1
10,Male,43612.08,Rural,Video,Finance,Social Media,5,2023-06-20 20:45:56.900348,0.3709,0.0703,18–24,Middle,0,1
20,Female,60555.99,Suburban,Banner,Technology,Social Media,7,2023-04-24 20:45:56.900348,0.2355,0.0164,18–24,Upper-Middle,0,0
12,Male,20682.79,Suburban,Banner,Fashion,Search Engine,5,2024-04-14 20:45:56.900348,0.0735,0.0433,18–24,Low,0,0
59,Female,61878.48,Urban,Text,Fashion,Website,3,2024-02-26 20:45:56.900348,0.171,0.0506,55–64,Upper-Middle,1,0
37,Female,32607.47,Rural,Text,Finance,Website,3,2023-07-22 20:45:56.900348,0.2808,0.059,35–44,Middle,0,1
43,Male,57367.13,Rural,Text,Travel,Search Engine,3,2024-03-11 20:45:56.900348,0.3776,0.0678,35–44,Middle,0,1
31,Female,59021.04,Urban,Video,Health,Social Media,3,2023-06-25 20:45:56.900348,0.1628,0.0479,25–34,Middle,0,0
29,Female,61937.13,Urban,Text,Finance,Website,5,2024-03-04 20:45:56.900348,0.1305,0.0389,25–34,Upper-Middle,0,0
10,Female,27086.87,Rural,Native,Food,Website,2,2024-02-05 20:45:56.900348,0.2865,0.0503,18–24,Low,0,0
30,Other,48738.12,Urban,Native,Technology,Search Engine,6,2023-08-19 20:45:56.900348,0.1275,0.0436,25–34,Middle,0,0
23,Male,48549.82,Suburban,Banner,Travel,Website,2,2023-05-13 20:45:56.900348,0.3196,0.0745,18–24,Middle,0,1
